lit_id,title,year,author,doi,document_type,purpose,data_collection,modeling,adaptive_management,sediment_characteristic,sediment_source,covered_topics_ecohydrology,covered_topics_ecohydraulics,covered_topics_ecological_systems,covered_topics_future_conditions,risk_and_uncertainty,special_cases,geography,sustainable_sediment_management,land_use,channel_type,site_names,longitude,latitude
L0050,Use of Global Positioning and Geographic Information Systems in the Huntington District Reservoir Sedimentation Investigative Program,2001,"Miller, CW",https://pubs.usgs.gov/misc/FISC_1947-2006/pdf/1st-7thFISCs-CD/7thFISC/7Fisc-V2/7FISC2-9.pdf,Conference Paper,"Operations,Maintenance,Reporting",Bathymetry,Not Applicable,"Maintenance,Operations",Not Applicable,Reservoir pool,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Ohio,Kentucky",Deposition Control,Forestry,"Mountain turrents,Alluvial fans","Charles Mill Dam,Fishtrap Dam,Dewey Dam",5.6843418860808e-14,5.6843418860808e-14
L0051,Predicting post-fire hillslope erosion in forest lands of the western United States,2011,"Miller, ME, MacDonald, LH, Robichaud, PR, Elliot, WJ",https://doi.org/10.1071/WF09142,Journal Article,Analysis,"Sediment,Hydraulics","Sediment Transport Modeling,Frequency Analysis,Regression","Flood risk,Watershed planning","Sand,Rock,Silt,Clay",Erosion,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Debris flow,"California,Colorado",Land Management,Forestry,Mountain torrents,"New Bullards Bar Reservoir Watershed,Cheesman Lake Watershed",5.6843418860808e-14,5.6843418860808e-14
L0052,"Post-fire, rainfall intensity–peak discharge relations for three mountainous watersheds in the western USA",2001,"Moody, JA, Martin, DA",https://doi.org/10.1002/hyp.386,Journal Article,"Planning,Analysis",Hydraulics,Regression,Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"South Dakota,Colorado,New Mexico",Land Management,"Urban,forestry",Mountain torrents,"Bear Gulch,Spring Creek,Rendija Canyon",5.6843418860808e-14,5.6843418860808e-14
L0053,Designing fish-passable riffles as gradient controls in Canadian streams,2013,"Newbury, RW",https://doi.org/10.1080/07011784.2013.803742,Journal Article,"Design,Construction","Bathymetry,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,Rock,Plunge pool,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"British Columbia,Manitoba,New Brunswick",Not Applicable,Multi-use,Modified streams,"Okanagan River,Dauphin Lake,Wilson Creek Canyon,Valley River,Mink Creek,Oulette Creek,Dickson Brook,Little Saskatchewan River",5.6843418860808e-14,5.6843418860808e-14
L0054,"Historical Trends in Sedimentation Rates and Sediment Provenance, Fairfield Lake, NC",2005,"Miller, JR, Lord, M, Yurkovich, S, Mackin, G, Kolenbrander, L",https://doi.org/10.1111/j.1752-1688.2005.tb03785.x,Journal Article,Analysis,Sediment,Frequency Analysis,Watershed planning,"Rock,Suspended",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,North CaroliNot Applicable,"Land Management,Deposition control","Forestry,Multi-use","Mountain torrents,Alluvial fans",Fairfield Lake,5.6843418860808e-14,5.6843418860808e-14
L0055,Bedform transport rates for the lowermost Mississippi River,2008,"Nittrouer, JA, Allision, MA, Campanella, R",https://doi.org/10.1029/2007JF000795,Journal Article,"Reporting,Analysis","Bathymetry,Sediment,Hydraulics","Hydraulic Equations,Frequency Analysis,Regression",Not Applicable,"Sand,Suspended,Bedload","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,LouisiaNot Applicable,Deposition Control,Wetlands,Deltas,"Audubon Park,Upper English Turn,Lower English Turn,Venice",5.6843418860808e-14,5.6843418860808e-14
L0056,"Impacts of wildfire on runoff and sediment loads at Little Granite Creek, western Wyoming",2011,"Ryan, SE, Dwire, KA, Dixon, MK",https://doi.org/10.1016/j.geomorph.2011.01.017,Journal Article,"Reporting,Analysis","Water Quality,Sediment,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,"Suspended,Woody Particles","Suspended,Debris,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Wildfire,Wyoming,"Land Management,Deposition control",Forestry,Mountain torrents,Little Granite Creek,5.6843418860808e-14,5.6843418860808e-14
L0057,Environmental Benefits of Restoring Sediment Continuity to the Kansas River,2016,"Shelley, J, Boyer, M, Granet, J, Williams, A",https://hdl.handle.net/11681/20279,ERDC TN,"Reporting,Analysis","Water Quality,Ecological",Frequency Analysis,Watershed planning,Suspended,"Reservoir release,Suspended",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"Kansas,Nebraska",Sediment release,Multi-use,Meandering rivers,"Harlan County Dam,Glen Elder Dam,Wilson Dam,Kanopolis Dam,Milford Dam,Tuttle Creek Dam",5.6843418860808e-14,5.6843418860808e-14
L0058,Channel evolution in the loess area of the midwestern United States,1996,"Simon, A, Rinaldi, M, Hadish, G",https://www.researchgate.net/publication/261359171_Channel_Evolution_in_the_Loess_Area_of_the_Midwestern_United_States,Conference Paper,"Reporting,Analysis",Bathymetry,Not Applicable,Watershed planning,"Cohesive,Silt","Bank erosion,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Structure failure,Not Applicable,Iowa,Land Management,Upland,Modified streams,West Tarkio Creek,5.6843418860808e-14,5.6843418860808e-14
L0059,"Interpreting sediment delivery processes using suspended sediment-discharge hysteresis patterns from nested upland catchments, south-eastern Australia",2009,"Smith, HG, Dragovitch, D",https://doi.org/10.1002/hyp.7357,Journal Article,"Reporting,Analysis","Water Quality,Hydraulics","Hydraulic Equations,Frequency Analysis,Regression",Watershed planning,"Suspended,Clay","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Australia,Sediment release,Upland,Alluvial fan,Flyers Creek,5.6843418860808e-14,5.6843418860808e-14
L0060,"Evolution of a landslide-induced sediment wave in the Navarro River, California",2002,"Sutherland, DG, Ball, MH, Hilton, SJ, Lisle, TE",https://doi.org/10.1130/0016-7606(2002)114%3C1036:EOALIS%3E2.0.CO;2,Journal Article,"Reporting,Analysis","Bathymetry,Water Quality,Sediment","Sediment Transport Modeling,Frequency Analysis",Not Applicable,"Gravel,Sand,Suspended,Bedload,Silt","Suspended,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Landslide,California,Land Management,Forestry,Not Applicable,Navarro River,5.6843418860808e-14,5.6843418860808e-14
L0061,Hysteresis effects of suspended sediment transport in relation to geomorphic conditions and dominant sediment sources in medium and large rivers of the Russian Arctic,2015,"Tananaev, NI",https://doi.org/10.2166/nh.2013.199,Journal Article,"Reporting,Analysis","Water Quality,Hydraulics","Frequency Analysis,Regression",Watershed planning,Suspended,Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ice,Russia,"Sediment release,Land Management",Not Applicable,"Mountain torrents,Alluvial fans,Deltas","Severnaya Sosva River,Pur River,Anabar River,Olenyok River,Lena River,Yana River,Indigirka River,Kolyma River,Oloy River,Anadyr River",5.6843418860808e-14,5.6843418860808e-14
L0062,Effects of Turbidity on Predation Vulnerability of Juvenile Humpback Chub to Rainbow Trout and Brown Trout,2016,"Ward, DL, Morton-Starner, R, Vaage, B",https://doi.org/10.3996/102015-JFWM-101,Journal Article,"Reporting,Analysis","Water Quality,Ecological","Frequency Analysis,Regression",Not Applicable,Suspended,Suspended,Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,ArizoNot Applicable,Sediment release,Not Applicable,Not Applicable,Colorado River,5.6843418860808e-14,5.6843418860808e-14
L0063,"Muddy Creek Grade Control Structure, Muddy Creek, Mississippi and Tennessee",1988,"Tate, CH",https://erdc-library.erdc.dren.mil/server/api/core/bitstreams/81b728f8-9a64-4ef8-e053-411ac80adeb3/content,ERDC TN,"Design,Construction,Reporting,Analysis","Bathymetry,Hydraulics",Laboratory Analysis,Operations,"Cohesive,Silt",Erosion,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Structure failure,Not Applicable,Mississippi,Sediment release,Lowland,Modified streams,Muddy Creek,5.6843418860808e-14,5.6843418860808e-14
L0064,Phase I Sediment Engineering Investigation of the Caliente Creek Drainage Basin,1990,"MacArthur, RC",https://www.hec.usace.army.mil/publications/ProjectReports/PR-13.pdf,USACE Report,"Planning,Design,Analysis","Sediment,Hydraulics","Frequency Analysis,Regression",Flood risk,"Gravel,Sand,Suspended","Suspended,Debris,Erosion",Not Applicable,Not Applicable,Not Applicable,Yes,"Flood,Structure failure",Earthquake,California,Deposition Control,Not Applicable,Alluvial fan,Caliente Creek,5.6843418860808e-14,5.6843418860808e-14
L0065,"Yatesville Lake: Big Sandy River Basin Blaine Creek, Kentucky Foundation Report",1990,"Nield, M",https://apps.dtic.mil/sti/pdfs/ADA240111.pdf,USACE Report,"Design,Construction,Operations",Not Applicable,Not Applicable,"Maintenance,Operations",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Kentucky,Not Applicable,Not Applicable,Not Applicable,Yatesville Dam,5.6843418860808e-14,5.6843418860808e-14
L0066,"Upper Mississippi River System Flow Frequency Study - Hydrology andHydraulics, Appendix F Missouri River",2003,USACE,https://www.mvr.usace.army.mil/Portals/48/docs/FRM/UpperMissFlowFreq/App.%20F%20Omaha%20Dist.%20Hydrology_Hydraulics%20Report.pdf,USACE Report,"Reporting,Analysis",Hydraulics,"Hydraulic Modeling,Frequency Analysis,Regression","Flood risk,Watershed planning,Operations",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,"Nebraska,Iowa,Missouri",Not Applicable,"Multi-use,Lowland","Alluvial fans,Regulated rivers","Gavins Point Dam to Cairo, Illinois",5.6843418860808e-14,5.6843418860808e-14
L0067,Matilija Dam Ecosystem Restoration Feasibility Study Final EIS,2004,USACE,https://matilijadam.venturacounty.gov/reports/finaleis/Final%20EIS-EIR%2009-04.pdf,USACE Report,"Planning,Reporting","Sediment,Ecological,Public Participation",Not Applicable,Watershed planning,Sand,Reservoir release,Not Applicable,Not Applicable,Yes,Yes,Not Applicable,Not Applicable,California,Dam Removal,Not Applicable,"Mountain turrents,Alluvial fans",Matilija Dam,5.6843418860808e-14,5.6843418860808e-14
L0068,Yatesville Lake: Dam Outlet Works and Spillway,2008,USACE,https://erdclibrary.on.worldcat.org/oclc/613344602,USACE Report,"Operations,Maintenance,Reporting",Not Applicable,Frequency Analysis,"Maintenance,Operations",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Structure failure,Not Applicable,Kentucky,Not Applicable,Not Applicable,Not Applicable,Yatesville Dam,5.6843418860808e-14,5.6843418860808e-14
L0069,Missouri River Commercial Dredging Final Environmental ImpactStatement,2011,USACE,https://usace.contentdm.oclc.org/digital/collection/p16021coll7/id/8163/,USACE Report,"Planning,Operations,Maintenance",Not Applicable,Not Applicable,"Economics,Maintenance,Operations","Gravel,Sand",Dredging,Yes,Yes,Yes,Yes,Not Applicable,Not Applicable,"Nebraska,Missouri",Beneficial use of dredged materials,"Multi-use,Lowland","Alluvial fans,Regulated rivers","Missouri River from Rulo, NE to St. Louis, MO",5.6843418860808e-14,5.6843418860808e-14
L0070,"Final Environmental Assessment, Sediment Retention Structure (SRS) Spillway Raise Project, Mount St. Helens Sediment Management for Flood Risk Reduction",2012,USACE,https://usace.contentdm.oclc.org/digital/collection/p16021coll7/id/8454/,USACE Report,"Planning,Design,Construction,Operations,Maintenance","Bathymetry,Hydraulics",NA,"Flood risk,Economics,Maintenance,Operations",Not Applicable,Debris,Yes,Yes,Yes,Yes,Flood,"Debris flow,Volcanos",Washington,Silt dams,Forestry,"Alluvial fans,Braided rivers",Toutle River Sediment Retention Structure,5.6843418860808e-14,5.6843418860808e-14
L0071,Missouri River Stage Trends,2010,USACE,https://usace.contentdm.oclc.org/digital/collection/p266001coll1/id/5714/,USACE Report,"Planning,Operations,Reporting,Analysis",Hydraulics,Frequency Analysis,Flood risk,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,"Iowa,Nebraska",Not Applicable,Multi-use,"Alluvial fans,Regulated rivers","Missouri River from Sioux City, IA to Omaha, NE",5.6843418860808e-14,5.6843418860808e-14
L0072,"Sediment management at St. Joseph River and Harbor, Michigan, USA, 1837-Present",2014,"Nairn, RJ, Selegean, JP",https://search.worldcat.org/title/931969650,Conference Paper,"Reporting,Analysis","Bathymetry,Sediment","Sediment Transport Modeling,Frequency Analysis",Watershed planning,"Cohesive,Sand","Erosion,Dredging",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Michigan,Deposition Control,Beach,Not Applicable,St. Joseph Harbor Jetty Extensions,5.6843418860808e-14,5.6843418860808e-14
L0073,Channel Evolution in Modified Tennessee Channels,1986,"Simon, A, Hupp, CR",https://erdclibrary.on.worldcat.org/oclc/13550054,Conference Paper,Analysis,"Bathymetry,Hydraulics","Hydraulic Equations,Frequency Analysis",Watershed planning,Sand,"Bank erosion,Suspended,Erosion,Dredging",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Tennessee,Deposition Control,Not Applicable,Meandering rivers,"Obion and Forked Deer Rivers,Hatchie River",5.6843418860808e-14,5.6843418860808e-14
L0074,"Relocation of Niobrara, NE, and Acquisition of Niobrara State Park, Gavins Point Dam, Lewis and Clark Lake, Omaha District (June 1970)",1970,USACE,https://erdclibrary.on.worldcat.org/oclc/818428149,Design Manual,"Planning,Design","Public Participation,Hydraulics",Not Applicable,"Economics,Flood risk",Not Applicable,Reservoir pool,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"Nebraska,South Dakota",Land Management,Not Applicable,"Alluvial fans,Regulated rivers",Gavins Point Dam,5.6843418860808e-14,5.6843418860808e-14
L0075,"F-1 Channel and Debris Basin and F-2 Channel and Debris Basin, Las Vegas Wash and Tributaries (Tropicana and Flamingo Washes)",2003,USACE,,USACE Report,,,,,,,,,,,,,,Not Applicable,,,Las Vegas Wash,5.6843418860808e-14,5.6843418860808e-14
L0076,American River Watershed : Common Features General Reevaluation Report,2015,USACE,https://hdl.handle.net/11681/39339,USACE Report,"Planning,Reporting,Analysis","Bathymetry,Ecological,Public Participation,Hydraulics",Not Applicable,"Flood risk,economics,planning",Not Applicable,Not Applicable,Yes,Yes,Yes,Not Applicable,Flood,Not Applicable,California,"Land Management,Flood diversion",Urban,"Modified streams,Regulated rivers",American River Watershed (Folsom Dam),5.6843418860808e-14,5.6843418860808e-14
L0077,"Lower Snake River Programmatic Sediment Management Plan, Final Environmental Impact Statement",2014,USACE,https://usace.contentdm.oclc.org/digital/collection/p16021coll7/id/9789,USACE Report,"Planning,Analysis","Bathymetry,Sediment,Ecological,Hydraulics","Sediment Transport Modeling,Frequency Analysis,Regression","Flood risk,Maintenance,Operations",Not Applicable,Reservoir pool,Yes,Yes,Yes,Yes,Flood,Not Applicable,Idaho,Deposition Control,Urban,"Mountain torrents,Alluvial fans,Regulated rivers",Lower Granite Dam,5.6843418860808e-14,5.6843418860808e-14
L0078,Probable Maximum Precipitation Estimates,1977,National Weather Service,https://www.weather.gov/media/owp/hdsc_documents/PMP/HMR49.pdf,Government Report,"Planning,Reporting",Hydraulics,"Hydraulic Modeling,Frequency Analysis","Flood risk,Watershed planning",Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,"California,Utah,ArizoNot Applicable,Colorado,Idaho,Oregon,Wyoming",Land Management,Not Applicable,"Mountain torrents,Alluvial fans,Deltas",Colorado River and Great Basin,5.6843418860808e-14,5.6843418860808e-14
L0079,West-Wide Climate Risk Assessments: Bias-Corrected and Spatially Downscaled Surface Water Projections,2011,US Bureau of Reclamation (USBR),https://www.usbr.gov/watersmart/docs/west-wide-climate-risk-assessments.pdf,Government Report,"Planning,Reporting",Hydraulics,"Hydraulic Modeling,Frequency Analysis",Watershed planning,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,Yes,Flood,Not Applicable,"California,Mexico,Oregon,Missouri",Land Management,Not Applicable,"Mountain torrents,Alluvial fans,Deltas","Colorado River,Columbia River,Klamath River,Missouri River,Rio Grande,Sacramento River,San Joaquin River,Truckee River",5.6843418860808e-14,5.6843418860808e-14
L0080,"Flood-carrying capacities and changes in channels of the lower Puyallup, White, and Carbon Rivers in western Washington",1988,"Prych, EA",https://pubs.usgs.gov/wri/1987/4129/report.pdf,Government Report,"Planning,Reporting,Analysis","Bathymetry,Hydraulics",Frequency Analysis,Flood risk,"Sand,Gravel",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,Flood,Volcanos,Washington,Flood diversion,"Urban,Forestry,Lowland","Mountain torrents,Alluvial fans","Lower Puyallup River,White River,Carbon River",5.6843418860808e-14,5.6843418860808e-14
L0081,Natural Hazards on Alluvial Fans: The Venezuela Debris Flow and Flash Flood Disaster,2001,"Larsen, MC, Wieczorek, GF, Eaton, LS, Morgan, BA, Torres-Sierra, H",https://pubs.usgs.gov/fs/fs-0103-01/fs-0103-01.pdf,Government Report,Reporting,"Bathymetry,Hydraulics",Not Applicable,Flood risk,"Rock,Silt,Clay",Debris,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,"Debris flow,Landslide",Venezuela,Deposition control,Urban,"Mountain torrents,Alluvial fans",Rio San Julian,5.6843418860808e-14,5.6843418860808e-14
