entry_id,lit_id,site_id,site_name,title,year,author,doi,document_type,purpose,data_collection,modeling,adaptive_management,sediment_characteristic,sediment_source,covered_topics_ecohydrology,covered_topics_ecohydraulics,covered_topics_ecological_systems,covered_topics_future_conditions,risk_and_uncertainty,special_cases,geography,sustainable_sediment_management,land_use,channel_type
E00055,L0032,,Mt St Helens Sediment Retention Structure,"Final Environmental Assessment, Sediment Retention Structure (SRS) Spillway Raise Project, Mount St. Helens Sediment Management for Flood Risk Reduction",2012,,,USACE Report,"Design,Analysis","Bathymetry,Sediment,Hydraulics","Laboratory Analysis,Sediment Transport Modeling,Regression","Maintenance,Operations","Suspended,Bedload",Mt St Helens landslide,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,,Washington,Not Applicable,,
E00056,L0033,,Cougar Dam,"Influence of Cougar Reservoir drawdown on sediment and DDT transport and deposition in the McKenzie River basin, Oregon, water years 2002–04",2007,Anderson,https://doi.org/10.3133/sir20075164,USGS Report,"Reporting,Analysis","Water Quality,Sediment,Hydraulics","Laboratory Analysis,Sediment Transport Modeling,Regression",Not Applicable,Suspended,Reservoir Release,Not Applicable,Not Applicable,Yes,Not Applicable,Not Applicable,,Oregon,Not Applicable,,
E00057,L0034,,Detroit Dam,"Modeling hydrodynamics, water temperature, and suspended sediment in Detroit Lake, Oregon",2007,"Sullivan, A.B., Rounds, S.A., Sobieszczyk, S., and Bragg, H.M.,",https://doi.org/10.3133/sir20075008,USGS Report,"Reporting,Analysis","Water Quality,Sediment,Hydraulics","Laboratory Analysis,Sediment Transport Modeling,Regression",Watershed MaNot Applicablegement,Suspended,Reservoir Release,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,Oregon,Not Applicable,,
E00058,L0035,john-redmond-dam,John Redmond Dam,"Final Programmatic Environmental Impact Statement Prepared for the Removal and Disposal of Sediment and Restoration of Water Storage at John Redmond Reservoir, Kansas",2014,Kansas Water Office,https://www.swt.usace.army.mil/Portals/41/docs/library/john_redmond/fpeis_remove_dispose_sediment_jrr_ks.pdf,Government Report,"Reporting,Analysis","Water Quality,Sediment,Ecological,Public Participation",Not Applicable,"Economics,Watershed planning","Gravel,Suspenced,Sand",Reservoir pool,Yes,Yes,Yes,Yes,Not Applicable,Not Applicable,Eastern Kansas,"Sediment release,Beneficial use of dredged material",Not Applicable,Alluvial fan
E00059,L0035,,Neosho River,"Final Programmatic Environmental Impact Statement Prepared for the Removal and Disposal of Sediment and Restoration of Water Storage at John Redmond Reservoir, Kansas",2014,Kansas Water Office,https://www.swt.usace.army.mil/Portals/41/docs/library/john_redmond/fpeis_remove_dispose_sediment_jrr_ks.pdf,Government Report,"Reporting,Analysis","Water Quality,Sediment,Ecological,Public Participation",Not Applicable,"Economics,Watershed planning","Gravel,Suspenced,Sand",Reservoir pool,Yes,Yes,Yes,Yes,Not Applicable,Not Applicable,Eastern Kansas,"Sediment release,Beneficial use of dredged material",Not Applicable,Alluvial fan
E00060,L0036,prado-dam,Prado Dam,Engineer's Report for Prado Basin Sediment Management Demonstration Project,2015,Orange County Water District,https://www.ocwd.com/wp-content/uploads/wic13cpradosmdpengineersreportjanuary2015.pdf,Government Report,"Planning,Reporting","Bathymetry,Sediment,Ecological",Not Applicable,"Flood risk,Economics,Watershed planning,Maintenance","Silt,Clay",Reservoir release,Yes,Yes,Yes,Yes,Flood,Not Applicable,Southern California,"Sediment release,dam removal,Depostion control",Forestry,Alluvial fan
E00061,L0037,matilija-dam,Matilija Dam,"Matilija Dam Removal, Sediment Transport, and Robles Diversion Mitigation Project, Dam Removal Concepts Evaluation Report",2016,Ventura County Watershed Protection District,https://matilijadam.venturacounty.gov/documents/2016-03%20Matilija%20Task%201.3%20Concepts%20Evaluation%20Report.pdf,Government Report,"Design,Analysis","Bathymetry,Sediment,Ecological",Not Applicable,"Flood risk,Economics,Maintenance","Gravel,Sand,Suspended",Reservoir release,Yes,Yes,Yes,Yes,Flood,Not Applicable,Southern California,"Sediment release,dam removal,Depostion control",Not Applicable,"Mountain torrents,Alluvial fans"
E00062,L0038,yellow-river,Yellow River,Changes in streamflow and sediment discharge and the response to human activities in the middle reaches of the Yellow River,2011,"Gao, P, Mu, X-M, Wang, F, Li, R",https://doi.org/10.5194/hess-15-1-2011,Journal Article,Analysis,"Sediment,Hydraulics","Frequency Analysis,Regression",Watershed Planning,"Suspended,Silt",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Ordos Plateau, ChiNot Applicable","Sediment release,Land Management",Upland,"Mountain torrents,Alluvial fans,Deltas"
E00063,L0038,,middle reach,Changes in streamflow and sediment discharge and the response to human activities in the middle reaches of the Yellow River,2011,"Gao, P, Mu, X-M, Wang, F, Li, R",https://doi.org/10.5194/hess-15-1-2011,Journal Article,Analysis,"Sediment,Hydraulics","Frequency Analysis,Regression",Watershed Planning,"Suspended,Silt",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Ordos Plateau, ChiNot Applicable","Sediment release,Land Management",Upland,"Mountain torrents,Alluvial fans,Deltas"
E00064,L0039,hoover-dam,Hoover Dam,The passage of turbid water through Lake Mead,1938,"Grover, NC, Howard, CS",https://doi.org/10.1061/TACEAT.0004942,Journal Article,"Operations,Maintenance,Reporting,Analysis","Water Quality,Hydraulics",Frequency Analysis,"Maintenance,Operations","Suspended,Silt",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"ArizoNot Applicable,Nevada",Sediment release,Multi-use,"Mountain torrents,Alluvial fans"
E00065,L0040,old-river-control-structure,Old River Control Structure,Field Measurement of Hydrodynamics and Sediment Transport of the Mississippi River at Old River,1991,"Hall, BR, Fagerburg, TL",https://www.worldcat.org/title/23942043,Conference Paper,Analysis,"Water Quality,Sediment,Hydraulics",Regression,Operations,"Suspended,Sand,Silt,Clay",Suspended,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Flood,Not Applicable,"LouisiaNot Applicable,Mississippi","Flood diversion,Deposition control",Wetlands,Deltas
E00066,L0041,,midwestern USA stream beds,Erodibility of cohesive streambeds in the loess area of the midwestern USA,2001,"Hanson, GJ, Simon, A",https://doi.org/10.1002/hyp.149,Journal Article,Analysis,"Bathymetry,Hydraulics","Hydraulic Equations,Laboratory Analysis,Regression",Watershed planning,"Cohesive,Silt","Erosion,Plunge Pool",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Nebraska,Mississippi",Land Management,Not Applicable,Cohesive channels
E00067,L0041,yalobusha-river,Yalobusha River,Erodibility of cohesive streambeds in the loess area of the midwestern USA,2001,"Hanson, GJ, Simon, A",https://doi.org/10.1002/hyp.149,Journal Article,Analysis,"Bathymetry,Hydraulics","Hydraulic Equations,Laboratory Analysis,Regression",Watershed planning,"Cohesive,Silt","Erosion,Plunge Pool",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"Nebraska,Mississippi",Land Management,Not Applicable,Cohesive channels
E00068,L0042,roxburgh-dam,Roxburgh Dam,Sedimentation in New Zealand Hydroelectric Schemes,1984,"Jowett, I",https://doi.org/10.1080/02508068408686533,Journal Article,"Planning,Design,Operations,Maintenance",Sediment,Not Applicable,"Economics,Maintenance,Operations","Gravel,Sand","Reservoir pool,Reservoir release,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,New Zealand,"Sediment release,Deposition control",Not Applicable,Mountain torrents
E00069,L0042,matahina-power-station,Matahina Power Station,Sedimentation in New Zealand Hydroelectric Schemes,1984,"Jowett, I",https://doi.org/10.1080/02508068408686533,Journal Article,"Planning,Design,Operations,Maintenance",Sediment,Not Applicable,"Economics,Maintenance,Operations","Gravel,Sand","Reservoir pool,Reservoir release,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,New Zealand,"Sediment release,Deposition control",Not Applicable,Mountain torrents
E00070,L0042,waitaki-dam,Waitaki Dam,Sedimentation in New Zealand Hydroelectric Schemes,1984,"Jowett, I",https://doi.org/10.1080/02508068408686533,Journal Article,"Planning,Design,Operations,Maintenance",Sediment,Not Applicable,"Economics,Maintenance,Operations","Gravel,Sand","Reservoir pool,Reservoir release,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,New Zealand,"Sediment release,Deposition control",Not Applicable,Mountain torrents
E00071,L0042,morton-dam,Morton Dam,Sedimentation in New Zealand Hydroelectric Schemes,1984,"Jowett, I",https://doi.org/10.1080/02508068408686533,Journal Article,"Planning,Design,Operations,Maintenance",Sediment,Not Applicable,"Economics,Maintenance,Operations","Gravel,Sand","Reservoir pool,Reservoir release,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,New Zealand,"Sediment release,Deposition control",Not Applicable,Mountain torrents
E00072,L0043,,Tuttle Creek Dam,"Sediment deposition and occurrence of selected nutrients and other chemical constituents in bottom sediment, Tuttle Creek Lake, Northeast Kansas, 1962-1999",2002,"Juracek, KE, Mau, DP",https://doi.org/10.3133/wri024048,Government Report,"Reporting,Analysis","Bathymetry,Water quality,Sediment",Not Applicable,Not Applicable,"Gravel,Sand,Silt,Clay",Reservoir pool,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Kansas,Not Applicable,Multi-use,Meandering rivers
E00073,L0044,perry-dam,Perry Dam,"Estimation of sediment sources using selected chemical tracers in the Perry Lake and Lake Wabaunsee Basins, Northeast Kansas",2007,"Juracek, KE, Ziegler, AC",https://doi.org/10.3133/sir20075020,Government Report,"Planning,Reporting,Analysis","Water Quality,Sediment",Not Applicable,Watershed Planning,"Suspended,Silt,Clay","Bank erosion,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Eastern Kansas,Land Management,Lowland,Meandering rivers
E00074,L0044,lake-wabaunsee,Lake Wabaunsee,"Estimation of sediment sources using selected chemical tracers in the Perry Lake and Lake Wabaunsee Basins, Northeast Kansas",2007,"Juracek, KE, Ziegler, AC",https://doi.org/10.3133/sir20075020,Government Report,"Planning,Reporting,Analysis","Water Quality,Sediment",Not Applicable,Watershed Planning,"Suspended,Silt,Clay","Bank erosion,Erosion",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Eastern Kansas,Land Management,Lowland,Meandering rivers
E00075,L0045,new-exchequer-dam,New Exchequer Dam,Management of coarse sediment in regulated rivers of California,1991,"Kondolf, GM, Matthews, WVG",https://escholarship.org/uc/item/5rw9k19j,Government Report,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Hydraulics",Not Applicable,"Watershed planning,Maintenance,Operations","Gravel,Sand","Suspended,Erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"California, Sierra Nevada","Land Management,beneficial use of dredged material,deposition control","Forestry,Upland","Mountain torrents,Alluvial fans,Deltas"
E00076,L0045,don-pedro-dam,Don Pedro Dam,Management of coarse sediment in regulated rivers of California,1991,"Kondolf, GM, Matthews, WVG",https://escholarship.org/uc/item/5rw9k19j,Government Report,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Hydraulics",Not Applicable,"Watershed planning,Maintenance,Operations","Gravel,Sand","Suspended,Erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"California, Sierra Nevada","Land Management,beneficial use of dredged material,deposition control","Forestry,Upland","Mountain torrents,Alluvial fans,Deltas"
E00077,L0045,la-grange-dam,La Grange Dam,Management of coarse sediment in regulated rivers of California,1991,"Kondolf, GM, Matthews, WVG",https://escholarship.org/uc/item/5rw9k19j,Government Report,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Hydraulics",Not Applicable,"Watershed planning,Maintenance,Operations","Gravel,Sand","Suspended,Erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"California, Sierra Nevada","Land Management,beneficial use of dredged material,deposition control","Forestry,Upland","Mountain torrents,Alluvial fans,Deltas"
E00078,L0045,new-hogan-dam,New Hogan Dam,Management of coarse sediment in regulated rivers of California,1991,"Kondolf, GM, Matthews, WVG",https://escholarship.org/uc/item/5rw9k19j,Government Report,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Hydraulics",Not Applicable,"Watershed planning,Maintenance,Operations","Gravel,Sand","Suspended,Erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"California, Sierra Nevada","Land Management,beneficial use of dredged material,deposition control","Forestry,Upland","Mountain torrents,Alluvial fans,Deltas"
E00079,L0045,new-melones-dam,New Melones Dam,Management of coarse sediment in regulated rivers of California,1991,"Kondolf, GM, Matthews, WVG",https://escholarship.org/uc/item/5rw9k19j,Government Report,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Hydraulics",Not Applicable,"Watershed planning,Maintenance,Operations","Gravel,Sand","Suspended,Erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"California, Sierra Nevada","Land Management,beneficial use of dredged material,deposition control","Forestry,Upland","Mountain torrents,Alluvial fans,Deltas"
E00080,L0045,tulloch-dam,Tulloch Dam,Management of coarse sediment in regulated rivers of California,1991,"Kondolf, GM, Matthews, WVG",https://escholarship.org/uc/item/5rw9k19j,Government Report,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Hydraulics",Not Applicable,"Watershed planning,Maintenance,Operations","Gravel,Sand","Suspended,Erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"California, Sierra Nevada","Land Management,beneficial use of dredged material,deposition control","Forestry,Upland","Mountain torrents,Alluvial fans,Deltas"
E00081,L0045,camanche-dam,Camanche Dam,Management of coarse sediment in regulated rivers of California,1991,"Kondolf, GM, Matthews, WVG",https://escholarship.org/uc/item/5rw9k19j,Government Report,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Hydraulics",Not Applicable,"Watershed planning,Maintenance,Operations","Gravel,Sand","Suspended,Erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"California, Sierra Nevada","Land Management,beneficial use of dredged material,deposition control","Forestry,Upland","Mountain torrents,Alluvial fans,Deltas"
E00082,L0045,cosumnes-river,Cosumnes River,Management of coarse sediment in regulated rivers of California,1991,"Kondolf, GM, Matthews, WVG",https://escholarship.org/uc/item/5rw9k19j,Government Report,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Hydraulics",Not Applicable,"Watershed planning,Maintenance,Operations","Gravel,Sand","Suspended,Erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"California, Sierra Nevada","Land Management,beneficial use of dredged material,deposition control","Forestry,Upland","Mountain torrents,Alluvial fans,Deltas"
E00083,L0045,folsom-dam,Folsom Dam,Management of coarse sediment in regulated rivers of California,1991,"Kondolf, GM, Matthews, WVG",https://escholarship.org/uc/item/5rw9k19j,Government Report,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Hydraulics",Not Applicable,"Watershed planning,Maintenance,Operations","Gravel,Sand","Suspended,Erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"California, Sierra Nevada","Land Management,beneficial use of dredged material,deposition control","Forestry,Upland","Mountain torrents,Alluvial fans,Deltas"
E00084,L0045,camp-far-west-reservoir,Camp Far West Reservoir,Management of coarse sediment in regulated rivers of California,1991,"Kondolf, GM, Matthews, WVG",https://escholarship.org/uc/item/5rw9k19j,Government Report,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Hydraulics",Not Applicable,"Watershed planning,Maintenance,Operations","Gravel,Sand","Suspended,Erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"California, Sierra Nevada","Land Management,beneficial use of dredged material,deposition control","Forestry,Upland","Mountain torrents,Alluvial fans,Deltas"
E00085,L0045,englebright-dam,Englebright Dam,Management of coarse sediment in regulated rivers of California,1991,"Kondolf, GM, Matthews, WVG",https://escholarship.org/uc/item/5rw9k19j,Government Report,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Hydraulics",Not Applicable,"Watershed planning,Maintenance,Operations","Gravel,Sand","Suspended,Erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"California, Sierra Nevada","Land Management,beneficial use of dredged material,deposition control","Forestry,Upland","Mountain torrents,Alluvial fans,Deltas"
E00086,L0045,oroville-dam,Oroville Dam,Management of coarse sediment in regulated rivers of California,1991,"Kondolf, GM, Matthews, WVG",https://escholarship.org/uc/item/5rw9k19j,Government Report,"Planning,Maintenance,Reporting,Analysis","Bathymetry,Hydraulics",Not Applicable,"Watershed planning,Maintenance,Operations","Gravel,Sand","Suspended,Erosion",Yes,Yes,Yes,Not Applicable,Not Applicable,Not Applicable,"California, Sierra Nevada","Land Management,beneficial use of dredged material,deposition control","Forestry,Upland","Mountain torrents,Alluvial fans,Deltas"
